ZAgrEc,modelo,year,time,month,somsc,agcacc,C/mes,MS/MES,Prod MS
Areniscas,daycent,1915,1916,DEC,,122.7,,,
Areniscas,daycent,1916,1916.08,ENE,5537,129.9,7.2,160,2886
Areniscas,daycent,1916,1916.17,FEB,5540,169.8,39.9,888,3773
Areniscas,daycent,1916,1916.25,MAR,5538,214.2,44.4,987,4760
Areniscas,daycent,1916,1916.33,ABR,5535,253.7,39.5,878,5638
Areniscas,daycent,1916,1916.42,MAY,5532,281.2,27.5,611,6249
Areniscas,daycent,1916,1916.5,JUN,5530,2,2,45,45
Areniscas,daycent,1916,1916.58,JUL,5529,3.9,1.8,41,86
Areniscas,daycent,1916,1916.67,AGO,5527,15.4,11.5,256,342
Areniscas,daycent,1916,1916.75,SET,5526,48.6,33.2,738,1081
Areniscas,daycent,1916,1916.83,OCT,5526,64.3,15.6,348,1428
Areniscas,daycent,1916,1916.92,NOV,5525,106.2,42,932,2361
Areniscas,daycent,1916,1917,DIC,5526,124.6,18.4,408,2769
Areniscas,daycent,1917,1917.08,ENE,5527,135.4,10.8,240,3009
Areniscas,daycent,1917,1917.17,FEB,5527,145.5,10.1,224,3233
Areniscas,daycent,1917,1917.25,MAR,5526,156.2,10.8,240,3472
Areniscas,daycent,1917,1917.33,ABR,5525,166.7,10.4,232,3704
Areniscas,daycent,1917,1917.42,MAY,5525,177.5,10.8,240,3944
Areniscas,daycent,1917,1917.5,JUN,5523,1.3,1.3,29,29
Areniscas,daycent,1917,1917.58,JUL,5522,5.4,4.1,90,119
Areniscas,daycent,1917,1917.67,AGO,5520,7.4,2,45,165
Areniscas,daycent,1917,1917.75,SET,5518,33.4,26,577,742
Areniscas,daycent,1917,1917.83,OCT,5514,54.4,21,467,1210
Areniscas,daycent,1917,1917.92,NOV,5512,69.5,15.1,335,1544
Areniscas,daycent,1917,1918,DIC,5513,77.8,8.3,184,1728
Areniscas,daycent,1918,1918.08,ENE,5513,118.7,40.9,910,2638
Areniscas,daycent,1918,1918.17,FEB,5513,159.9,41.2,915,3553
Areniscas,daycent,1918,1918.25,MAR,5514,187.4,27.6,613,4166
Areniscas,daycent,1918,1918.33,ABR,5513,210.3,22.9,509,4674
Areniscas,daycent,1918,1918.42,MAY,5511,213.1,2.7,60,4735
Areniscas,daycent,1918,1918.5,JUN,5509,7.6,7.6,170,170
Areniscas,daycent,1918,1918.58,JUL,5508,9.7,2,45,215
Areniscas,daycent,1918,1918.67,AGO,5507,28.4,18.7,416,630
Areniscas,daycent,1918,1918.75,SET,5506,65,36.7,815,1445
Areniscas,daycent,1918,1918.83,OCT,5506,93.9,28.8,641,2086
Areniscas,daycent,1918,1918.92,NOV,5507,134.1,40.2,894,2980
Areniscas,daycent,1918,1919,DIC,5509,168.2,34.1,758,3738
Areniscas,daycent,1919,1919.08,ENE,5507,192,23.8,530,4267
Areniscas,daycent,1919,1919.17,FEB,5505,217.1,25.1,557,4825
Areniscas,daycent,1919,1919.25,MAR,5501,245.3,28.2,626,5451
Areniscas,daycent,1919,1919.33,ABR,5501,280.3,35,778,6228
Areniscas,daycent,1919,1919.42,MAY,5502,310.7,30.5,677,6905
Areniscas,daycent,1919,1919.5,JUN,5501,1.9,1.9,42,42
Areniscas,daycent,1919,1919.58,JUL,5500,4,2.1,46,88
Areniscas,daycent,1919,1919.67,AGO,5498,22,18,400,488
Areniscas,daycent,1919,1919.75,SET,5497,50.1,28.1,625,1114
Areniscas,daycent,1919,1919.83,OCT,5496,65.5,15.4,342,1456
Areniscas,daycent,1919,1919.92,NOV,5496,82.4,16.9,376,1832
Areniscas,daycent,1919,1920,DIC,5499,99.4,17,378,2210
Areniscas,daycent,1920,1920.08,ENE,5499,111.5,12,267,2477
Areniscas,daycent,1920,1920.17,FEB,5501,117.1,5.6,125,2601
Areniscas,daycent,1920,1920.25,MAR,5502,135.6,18.6,413,3014
Areniscas,daycent,1920,1920.33,ABR,5502,154.6,19,422,3436
Areniscas,daycent,1920,1920.42,MAY,5500,159.5,4.9,109,3545
Areniscas,daycent,1920,1920.5,JUN,5501,0.5,0.5,11,11
Areniscas,daycent,1920,1920.58,JUL,5501,7.3,6.9,153,163
Areniscas,daycent,1920,1920.67,AGO,5500,18.7,11.4,253,416
Areniscas,daycent,1920,1920.75,SET,5499,40.8,22.1,492,908
Areniscas,daycent,1920,1920.83,OCT,5500,64.4,23.6,524,1431
Areniscas,daycent,1920,1920.92,NOV,5501,113.8,49.4,1097,2529
Areniscas,daycent,1920,1921,DIC,5503,165.4,51.6,1147,3676
Areniscas,daycent,1921,1921.08,ENE,5506,198.2,32.8,730,4405
Areniscas,daycent,1921,1921.17,FEB,5506,225.4,27.2,605,5010
Areniscas,daycent,1921,1921.25,MAR,5505,242,16.6,369,5379
Areniscas,daycent,1921,1921.33,ABR,5503,249.7,7.7,170,5549
Areniscas,daycent,1921,1921.42,MAY,5501,257.7,8,177,5726
Areniscas,daycent,1921,1921.5,JUN,5500,1.5,1.5,33,33
Areniscas,daycent,1921,1921.58,JUL,5499,10.2,8.7,192,226
Areniscas,daycent,1921,1921.67,AGO,5497,18.7,8.6,190,416
Areniscas,daycent,1921,1921.75,SET,5495,39.3,20.6,457,873
Areniscas,daycent,1921,1921.83,OCT,5495,75,35.7,793,1666
Areniscas,daycent,1921,1921.92,NOV,5496,92.9,18,399,2066
Areniscas,daycent,1921,1922,DIC,5496,118.8,25.9,574,2640
Areniscas,daycent,1922,1922.08,ENE,5498,126.1,7.3,163,2803
Areniscas,daycent,1922,1922.17,FEB,5498,149.3,23.1,514,3317
Areniscas,daycent,1922,1922.25,MAR,5497,167.9,18.6,413,3731
Areniscas,daycent,1922,1922.33,ABR,5494,169,1.1,25,3755
Areniscas,daycent,1922,1922.42,MAY,5492,170.1,1.1,26,3781
Areniscas,daycent,1922,1922.5,JUN,5492,0.6,0.6,13,13
Areniscas,daycent,1922,1922.58,JUL,5493,2.6,2,46,59
Areniscas,daycent,1922,1922.67,AGO,5493,9.5,6.9,152,211
Areniscas,daycent,1922,1922.75,SET,5493,32,22.5,500,711
Areniscas,daycent,1922,1922.83,OCT,5494,58.9,26.9,597,1308
Areniscas,daycent,1922,1922.92,NOV,5498,96.9,38.1,846,2154
Areniscas,daycent,1922,1923,DIC,5500,117.2,20.2,450,2604
Areniscas,daycent,1923,1923.08,ENE,5504,148,30.8,684,3288
Areniscas,daycent,1923,1923.17,FEB,5507,156.3,8.4,186,3474
Areniscas,daycent,1923,1923.25,MAR,5508,201.2,44.9,997,4472
Areniscas,daycent,1923,1923.33,ABR,5508,231.1,29.9,664,5136
Areniscas,daycent,1923,1923.42,MAY,5507,264.1,33,734,5870
Areniscas,daycent,1923,1923.5,JUN,5505,7.4,7.4,164,164
Areniscas,daycent,1923,1923.58,JUL,5505,10.5,3.1,69,234
Areniscas,daycent,1923,1923.67,AGO,5505,12.1,1.6,36,270
Areniscas,daycent,1923,1923.75,SET,5506,45.7,33.6,747,1016
Areniscas,daycent,1923,1923.83,OCT,5507,57.8,12,267,1284
Areniscas,daycent,1923,1923.92,NOV,5510,82.1,24.3,541,1825
Areniscas,daycent,1923,1924,DIC,5511,134.6,52.5,1167,2991
Areniscas,daycent,1924,1924.08,ENE,5513,181.5,46.9,1041,4033
Areniscas,daycent,1924,1924.17,FEB,5515,220.4,38.9,864,4897
Areniscas,daycent,1924,1924.25,MAR,5518,228.6,8.2,182,5079
Areniscas,daycent,1924,1924.33,ABR,5520,234.3,5.7,127,5206
Areniscas,daycent,1924,1924.42,MAY,5521,240.8,6.5,145,5351
Areniscas,daycent,1924,1924.5,JUN,5522,0.6,0.6,14,14
Areniscas,daycent,1924,1924.58,JUL,5522,3,2.4,53,67
Areniscas,daycent,1924,1924.67,AGO,5522,11,8,177,244
Areniscas,daycent,1924,1924.75,SET,5527,33.9,22.9,509,752
Areniscas,daycent,1924,1924.83,OCT,5528,66.6,32.7,727,1480
Areniscas,daycent,1924,1924.92,NOV,5535,103.7,37.1,825,2305
Areniscas,daycent,1924,1925,DIC,5543,144.3,40.5,901,3206
Areniscas,daycent,1925,1925.08,ENE,5549,161.4,17.2,382,3587
Areniscas,daycent,1925,1925.17,FEB,5551,182.7,21.2,472,4059
Areniscas,daycent,1925,1925.25,MAR,5552,203.8,21.1,469,4528
Areniscas,daycent,1925,1925.33,ABR,5552,229.4,25.7,571,5099
Areniscas,daycent,1925,1925.42,MAY,5551,255.6,26.1,581,5680
Areniscas,daycent,1925,1925.5,JUN,5552,3,3,66,66
Areniscas,daycent,1925,1925.58,JUL,5552,21.2,18.2,404,470
Areniscas,daycent,1925,1925.67,AGO,5552,24.9,3.8,84,554
Areniscas,daycent,1925,1925.75,SET,5552,58.4,33.5,744,1298
Areniscas,daycent,1925,1925.83,OCT,5553,83,24.6,546,1843
Areniscas,daycent,1925,1925.92,NOV,5554,94.9,12,266,2110
Areniscas,daycent,1925,1926,DIC,5558,124.8,29.9,664,2774
Areniscas,daycent,1926,1926.08,ENE,5564,140.4,15.6,347,3120
Areniscas,daycent,1926,1926.17,FEB,5567,175.7,35.3,785,3905
Areniscas,daycent,1926,1926.25,MAR,5569,214.9,39.2,871,4776
Areniscas,daycent,1926,1926.33,ABR,5570,235.4,20.5,456,5231
Areniscas,daycent,1926,1926.42,MAY,5571,243.4,8,179,5410
Areniscas,daycent,1926,1926.5,JUN,5570,5.7,5.7,127,127
Areniscas,daycent,1926,1926.58,JUL,5570,6.9,1.2,26,153
Areniscas,daycent,1926,1926.67,AGO,5569,24.7,17.8,396,549
Areniscas,daycent,1926,1926.75,SET,5570,62.6,37.9,843,1392
Areniscas,daycent,1926,1926.83,OCT,5570,92.3,29.6,658,2050
Areniscas,daycent,1926,1926.92,NOV,5571,106,13.8,306,2356
Areniscas,daycent,1926,1927,DIC,5573,108.9,2.9,64,2420
Areniscas,daycent,1927,1927.08,ENE,5575,111.8,2.9,64,2485
Areniscas,daycent,1927,1927.17,FEB,5576,114.4,2.6,58,2543
Areniscas,daycent,1927,1927.25,MAR,5578,117.3,2.9,64,2607
Areniscas,daycent,1927,1927.33,ABR,5577,120.1,2.8,62,2669
Areniscas,daycent,1927,1927.42,MAY,5575,123,2.9,64,2733
Areniscas,daycent,1927,1927.5,JUN,5573,2.8,2.8,63,63
Areniscas,daycent,1927,1927.58,JUL,5571,11,8.2,183,245
Areniscas,daycent,1927,1927.67,AGO,5570,22.9,11.9,264,509
Areniscas,daycent,1927,1927.75,SET,5570,48.8,25.9,575,1084
Areniscas,daycent,1927,1927.83,OCT,5570,88.2,39.5,877,1961
Areniscas,daycent,1927,1927.92,NOV,5572,130.8,42.6,947,2908
Areniscas,daycent,1927,1928,DIC,5573,151.1,20.3,450,3358
Areniscas,daycent,1928,1928.08,ENE,5575,156.1,5,110,3468
Areniscas,daycent,1928,1928.17,FEB,5576,160.5,4.5,99,3567
Areniscas,daycent,1928,1928.25,MAR,5578,165.5,5,110,3677
Areniscas,daycent,1928,1928.33,ABR,5579,170.3,4.8,107,3784
Areniscas,daycent,1928,1928.42,MAY,5577,175.2,5,110,3894
Areniscas,daycent,1928,1928.5,JUN,5575,1.1,1.1,24,24
Areniscas,daycent,1928,1928.58,JUL,5574,6.9,5.8,130,154
Areniscas,daycent,1928,1928.67,AGO,5573,15.4,8.4,187,341
Areniscas,daycent,1928,1928.75,SET,5573,24.2,8.8,197,538
Areniscas,daycent,1928,1928.83,OCT,5574,42.9,18.7,415,953
Areniscas,daycent,1928,1928.92,NOV,5572,105.5,62.6,1392,2345
Areniscas,daycent,1928,1929,DIC,5569,137.9,32.4,720,3065
Areniscas,daycent,1929,1929.08,ENE,5568,171,33.1,735,3800
Areniscas,daycent,1929,1929.17,FEB,5565,204.2,33.2,737,4537
Areniscas,daycent,1929,1929.25,MAR,5565,234.1,30,666,5203
Areniscas,daycent,1929,1929.33,ABR,5563,256.4,22.3,495,5699
Areniscas,daycent,1929,1929.42,MAY,5562,258.2,1.8,39,5738
Areniscas,daycent,1929,1929.5,JUN,5560,6.7,6.7,148,148
Areniscas,daycent,1929,1929.58,JUL,5559,13.3,6.7,148,296
Areniscas,daycent,1929,1929.67,AGO,5557,23.9,10.6,236,532
Areniscas,daycent,1929,1929.75,SET,5557,54.2,30.2,672,1204
Areniscas,daycent,1929,1929.83,OCT,5557,88.5,34.3,763,1967
Areniscas,daycent,1929,1929.92,NOV,5558,120.5,32,712,2679
Areniscas,daycent,1929,1930,DIC,5560,174.4,53.9,1198,3876
Areniscas,daycent,1930,1930.08,ENE,5560,202.9,28.4,632,4508
Areniscas,daycent,1930,1930.17,FEB,5560,211.6,8.8,195,4703
Areniscas,daycent,1930,1930.25,MAR,5560,254.4,42.7,950,5653
Areniscas,daycent,1930,1930.33,ABR,5558,259.4,5,111,5765
Areniscas,daycent,1930,1930.42,MAY,5556,264.6,5.2,115,5880
Areniscas,daycent,1930,1930.5,JUN,5554,4.3,4.3,96,96
Areniscas,daycent,1930,1930.58,JUL,5552,6.3,1.9,43,139
Areniscas,daycent,1930,1930.67,AGO,5550,11.5,5.2,116,255
Areniscas,daycent,1930,1930.75,SET,5547,36.9,25.4,565,820
Areniscas,daycent,1930,1930.83,OCT,5545,58.2,21.3,474,1294
Areniscas,daycent,1930,1930.92,NOV,5545,100.6,42.4,943,2237
Areniscas,daycent,1930,1931,DIC,5545,118.6,17.9,398,2635
Areniscas,daycent,1931,1931.08,ENE,5547,126.1,7.5,167,2802
Areniscas,daycent,1931,1931.17,FEB,5549,147.8,21.7,482,3285
Areniscas,daycent,1931,1931.25,MAR,5549,181.4,33.6,747,4032
Areniscas,daycent,1931,1931.33,ABR,5546,197.3,15.8,352,4384
Areniscas,daycent,1931,1931.42,MAY,5545,206.5,9.2,205,4589
Areniscas,daycent,1931,1931.5,JUN,5545,4,4,89,89
Areniscas,daycent,1931,1931.58,JUL,5545,5.9,1.9,42,131
Areniscas,daycent,1931,1931.67,AGO,5544,11.1,5.2,116,247
Areniscas,daycent,1931,1931.75,SET,5542,55.9,44.8,995,1241
Areniscas,daycent,1931,1931.83,OCT,5540,89.6,33.7,749,1991
Areniscas,daycent,1931,1931.92,NOV,5539,133.3,43.8,972,2963
Areniscas,daycent,1931,1932,DIC,5536,161,27.6,614,3578
Areniscas,daycent,1932,1932.08,ENE,5536,196.2,35.2,783,4360
Areniscas,daycent,1932,1932.17,FEB,5537,222.9,26.7,593,4953
Areniscas,daycent,1932,1932.25,MAR,5535,255.4,32.5,723,5676
Areniscas,daycent,1932,1932.33,ABR,5532,282,26.6,590,6266
Areniscas,daycent,1932,1932.42,MAY,5530,297.7,15.7,349,6615
Areniscas,daycent,1932,1932.5,JUN,5528,5.6,5.6,125,125
Areniscas,daycent,1932,1932.58,JUL,5526,11.5,5.9,132,257
Areniscas,daycent,1932,1932.67,AGO,5525,39.3,27.8,617,874
Areniscas,daycent,1932,1932.75,SET,5524,64.1,24.7,550,1423
Areniscas,daycent,1932,1932.83,OCT,5524,103.9,39.8,885,2309
Areniscas,daycent,1932,1932.92,NOV,5525,134.4,30.5,678,2987
Areniscas,daycent,1932,1933,DIC,5527,148.8,14.4,320,3308
Areniscas,daycent,1933,1933.08,ENE,5531,161.3,12.4,277,3584
Areniscas,daycent,1933,1933.17,FEB,5533,174.3,13,289,3873
Areniscas,daycent,1933,1933.25,MAR,5534,184.8,10.5,234,4106
Areniscas,daycent,1933,1933.33,ABR,5532,198.8,14,311,4417
Areniscas,daycent,1933,1933.42,MAY,5530,213.2,14.4,321,4738
Areniscas,daycent,1933,1933.5,JUN,5528,10.5,10.5,234,234
Areniscas,daycent,1933,1933.58,JUL,5527,18.6,8.1,180,414
Areniscas,daycent,1933,1933.67,AGO,5526,21.2,2.6,58,472
Areniscas,daycent,1933,1933.75,SET,5525,58.3,37.1,824,1296
Areniscas,daycent,1933,1933.83,OCT,5525,79.3,21,466,1762
Areniscas,daycent,1933,1933.92,NOV,5525,96,16.7,372,2134
Areniscas,daycent,1933,1934,DIC,5524,148.2,52.2,1160,3294
Areniscas,daycent,1934,1934.08,ENE,5525,185.8,37.6,836,4130
Areniscas,daycent,1934,1934.17,FEB,5526,219.6,33.8,750,4880
Areniscas,daycent,1934,1934.25,MAR,5529,235.8,16.3,361,5241
Areniscas,daycent,1934,1934.33,ABR,5527,236.4,0.6,13,5254
Areniscas,daycent,1934,1934.42,MAY,5525,237,0.6,13,5267
Areniscas,daycent,1934,1934.5,JUN,5523,7.1,7.1,157,157
Areniscas,daycent,1934,1934.58,JUL,5522,13.1,6.1,135,292
Areniscas,daycent,1934,1934.67,AGO,5520,28.3,15.2,338,630
Areniscas,daycent,1934,1934.75,SET,5519,46.2,17.9,398,1028
Areniscas,daycent,1934,1934.83,OCT,5519,79.2,33,732,1760
Areniscas,daycent,1934,1934.92,NOV,5521,104.3,25.1,558,2318
Areniscas,daycent,1934,1935,DIC,5522,130.8,26.5,590,2907
Areniscas,daycent,1935,1935.08,ENE,5525,147.3,16.5,367,3274
Areniscas,daycent,1935,1935.17,FEB,5526,176.2,28.9,641,3915
Areniscas,daycent,1935,1935.25,MAR,5529,192.8,16.7,371,4286
Areniscas,daycent,1935,1935.33,ABR,5532,201.1,8.2,183,4468
Areniscas,daycent,1935,1935.42,MAY,5532,203.6,2.6,57,4526
Areniscas,daycent,1935,1935.5,JUN,5532,1.4,1.4,31,31
Areniscas,daycent,1935,1935.58,JUL,5532,6.3,4.9,108,139
Areniscas,daycent,1935,1935.67,AGO,5531,25.9,19.6,435,575
Areniscas,daycent,1935,1935.75,SET,5533,59.4,33.5,744,1319
Areniscas,daycent,1935,1935.83,OCT,5534,78.2,18.8,418,1737
Areniscas,daycent,1935,1935.92,NOV,5535,85.6,7.5,166,1903
Areniscas,daycent,1935,1936,DIC,5533,112.8,27.2,604,2508
Areniscas,daycent,1936,1936.08,ENE,5533,121,8.1,181,2688
Areniscas,daycent,1936,1936.17,FEB,5533,125.1,4.2,92,2781
Areniscas,daycent,1936,1936.25,MAR,5534,147.9,22.8,506,3287
Areniscas,daycent,1936,1936.33,ABR,5537,158.2,10.3,228,3515
Areniscas,daycent,1936,1936.42,MAY,5537,159.1,1,21,3536
Areniscas,daycent,1936,1936.5,JUN,5536,2.4,2.4,53,53
Areniscas,daycent,1936,1936.58,JUL,5535,18.7,16.4,364,416
Areniscas,daycent,1936,1936.67,AGO,5534,21.7,3,66,482
Areniscas,daycent,1936,1936.75,SET,5534,62.4,40.7,904,1387
Areniscas,daycent,1936,1936.83,OCT,5534,103.3,40.9,909,2295
Areniscas,daycent,1936,1936.92,NOV,5535,131.8,28.5,633,2929
Areniscas,daycent,1936,1937,DIC,5538,161.6,29.8,663,3591
Areniscas,daycent,1937,1937.08,ENE,5539,214.2,52.5,1167,4759
Areniscas,daycent,1937,1937.17,FEB,5544,244.3,30.2,670,5429
Areniscas,daycent,1937,1937.25,MAR,5545,287.3,43,956,6385
Areniscas,daycent,1937,1937.33,ABR,5547,296.3,8.9,199,6583
Areniscas,daycent,1937,1937.42,MAY,5548,298.6,2.4,52,6636
Areniscas,daycent,1937,1937.5,JUN,5550,3.7,3.7,82,82
Areniscas,daycent,1937,1937.58,JUL,5551,13.9,10.2,227,309
Areniscas,daycent,1937,1937.67,AGO,5551,42,28.1,625,934
Areniscas,daycent,1937,1937.75,SET,5553,80.2,38.2,849,1783
Areniscas,daycent,1937,1937.83,OCT,5554,114.2,34,755,2537
Areniscas,daycent,1937,1937.92,NOV,5554,140.4,26.2,582,3119
Areniscas,daycent,1937,1938,DIC,5556,150.8,10.4,231,3350
Areniscas,daycent,1938,1938.08,ENE,5558,155.6,4.8,107,3458
Areniscas,daycent,1938,1938.17,FEB,5559,192.4,36.8,818,4276
Areniscas,daycent,1938,1938.25,MAR,5561,231.3,38.9,865,5141
Areniscas,daycent,1938,1938.33,ABR,5560,248.9,17.6,390,5531
Areniscas,daycent,1938,1938.42,MAY,5558,249.9,1,22,5553
Areniscas,daycent,1938,1938.5,JUN,5556,1,1,23,23
Areniscas,daycent,1938,1938.58,JUL,5555,2,1,22,45
Areniscas,daycent,1938,1938.67,AGO,5553,17.3,15.2,339,384
Areniscas,daycent,1938,1938.75,SET,5553,57.3,40,889,1273
Areniscas,daycent,1938,1938.83,OCT,5553,91.7,34.4,765,2038
Areniscas,daycent,1938,1938.92,NOV,5556,132,40.3,895,2933
Areniscas,daycent,1938,1939,DIC,5556,161.1,29.1,646,3579
Areniscas,daycent,1939,1939.08,ENE,5554,175.6,14.5,322,3902
Areniscas,daycent,1939,1939.17,FEB,5553,205.6,30,666,4568
Areniscas,daycent,1939,1939.25,MAR,5554,244.3,38.8,862,5429
Areniscas,daycent,1939,1939.33,ABR,5556,256.2,11.9,264,5693
Areniscas,daycent,1939,1939.42,MAY,5555,258.7,2.5,57,5750
Areniscas,daycent,1939,1939.5,JUN,5554,2.2,2.2,49,49
Areniscas,daycent,1939,1939.58,JUL,5554,5.3,3.1,68,117
Areniscas,daycent,1939,1939.67,AGO,5555,12.8,7.6,168,285
Areniscas,daycent,1939,1939.75,SET,5554,58.6,45.7,1017,1302
Areniscas,daycent,1939,1939.83,OCT,5555,91,32.4,720,2022
Areniscas,daycent,1939,1939.92,NOV,5554,135,44,977,2999
Areniscas,daycent,1939,1940,DIC,5553,178.7,43.7,972,3971
Areniscas,daycent,1940,1940.08,ENE,5554,195.6,16.9,375,4346
Areniscas,daycent,1940,1940.17,FEB,5557,220,24.4,543,4889
Areniscas,daycent,1940,1940.25,MAR,5557,248.5,28.5,634,5523
Areniscas,daycent,1940,1940.33,ABR,5556,267.6,19.1,424,5947
Areniscas,daycent,1940,1940.42,MAY,5556,270.6,3,66,6013
Areniscas,daycent,1940,1940.5,JUN,5556,3.3,3.3,72,72
Areniscas,daycent,1940,1940.58,JUL,5556,9.8,6.5,146,218
Areniscas,daycent,1940,1940.67,AGO,5555,17.4,7.6,168,386
Areniscas,daycent,1940,1940.75,SET,5555,25.1,7.7,172,558
Areniscas,daycent,1940,1940.83,OCT,5555,37.4,12.3,272,830
Areniscas,daycent,1940,1940.92,NOV,5556,61.7,24.3,540,1371
Areniscas,daycent,1940,1941,DIC,5557,92,30.3,674,2044
Areniscas,daycent,1941,1941.08,ENE,5559,137.3,45.3,1007,3051
Areniscas,daycent,1941,1941.17,FEB,5560,156.7,19.4,432,3483
Areniscas,daycent,1941,1941.25,MAR,5559,189.7,33,734,4216
Areniscas,daycent,1941,1941.33,ABR,5557,208.9,19.2,427,4643
Areniscas,daycent,1941,1941.42,MAY,5556,216.9,7.9,176,4819
Areniscas,daycent,1941,1941.5,JUN,5555,9.4,9.4,209,209
Areniscas,daycent,1941,1941.58,JUL,5553,16.8,7.4,164,374
Areniscas,daycent,1941,1941.67,AGO,5552,27.8,11,245,619
Areniscas,daycent,1941,1941.75,SET,5552,63.2,35.4,787,1405
Areniscas,daycent,1941,1941.83,OCT,5551,90.4,27.2,604,2009
Areniscas,daycent,1941,1941.92,NOV,5552,109,18.6,413,2422
Areniscas,daycent,1941,1942,DIC,5554,117.3,8.3,185,2607
Areniscas,daycent,1942,1942.08,ENE,5557,136.6,19.3,430,3037
Areniscas,daycent,1942,1942.17,FEB,5560,157.5,20.9,464,3501
Areniscas,daycent,1942,1942.25,MAR,5564,193.4,35.9,797,4298
Areniscas,daycent,1942,1942.33,ABR,5562,195.6,2.2,50,4348
Areniscas,daycent,1942,1942.42,MAY,5561,198,2.3,52,4399
Areniscas,daycent,1942,1942.5,JUN,5560,2.3,2.3,52,52
Areniscas,daycent,1942,1942.58,JUL,5559,7.7,5.4,120,172
Areniscas,daycent,1942,1942.67,AGO,5557,21.5,13.8,307,478
Areniscas,daycent,1942,1942.75,SET,5555,56.2,34.7,771,1249
Areniscas,daycent,1942,1942.83,OCT,5553,82.2,26,577,1827
Areniscas,daycent,1942,1942.92,NOV,5553,115.5,33.3,741,2568
Areniscas,daycent,1942,1943,DIC,5554,131.3,15.8,351,2918
Areniscas,daycent,1943,1943.08,ENE,5555,155.5,24.2,537,3455
Areniscas,daycent,1943,1943.17,FEB,5558,168.1,12.6,281,3736
Areniscas,daycent,1943,1943.25,MAR,5560,198.8,30.7,683,4418
Areniscas,daycent,1943,1943.33,ABR,5559,205.3,6.5,145,4563
Areniscas,daycent,1943,1943.42,MAY,5559,211.1,5.7,127,4690
Areniscas,daycent,1943,1943.5,JUN,5558,3.2,3.2,72,72
Areniscas,daycent,1943,1943.58,JUL,5558,7.9,4.7,104,176
Areniscas,daycent,1943,1943.67,AGO,5559,27.1,19.2,427,602
Areniscas,daycent,1943,1943.75,SET,5562,44.6,17.5,389,991
Areniscas,daycent,1943,1943.83,OCT,5565,71.5,26.9,599,1590
Areniscas,daycent,1943,1943.92,NOV,5568,105.2,33.7,748,2337
Areniscas,daycent,1943,1944,DIC,5570,138,32.8,728,3066
Areniscas,daycent,1944,1944.08,ENE,5573,161.2,23.3,517,3582
Areniscas,daycent,1944,1944.17,FEB,5574,190.8,29.6,657,4239
Areniscas,daycent,1944,1944.25,MAR,5575,221.2,30.5,677,4916
Areniscas,daycent,1944,1944.33,ABR,5573,241.5,20.3,450,5367
Areniscas,daycent,1944,1944.42,MAY,5571,269.8,28.3,629,5995
Areniscas,daycent,1944,1944.5,JUN,5569,14.7,14.7,326,326
Areniscas,daycent,1944,1944.58,JUL,5567,33.8,19.1,424,750
Areniscas,daycent,1944,1944.67,AGO,5565,53.6,19.9,441,1191
Areniscas,daycent,1944,1944.75,SET,5563,84.6,31,688,1880
Areniscas,daycent,1944,1944.83,OCT,5562,110.3,25.7,572,2452
Areniscas,daycent,1944,1944.92,NOV,5561,152.2,41.9,931,3382
Areniscas,daycent,1944,1945,DIC,5560,176.1,23.9,532,3914
Areniscas,daycent,1945,1945.08,ENE,5560,183.7,7.6,168,4082
Areniscas,daycent,1945,1945.17,FEB,5561,192.2,8.5,188,4270
Areniscas,daycent,1945,1945.25,MAR,5562,210.6,18.4,410,4680
Areniscas,daycent,1945,1945.33,ABR,5562,231.6,21,467,5147
Areniscas,daycent,1945,1945.42,MAY,5562,233.7,2.1,46,5193
Areniscas,daycent,1945,1945.5,JUN,5563,0.4,0.4,8,8
Areniscas,daycent,1945,1945.58,JUL,5563,9.8,9.4,209,217
Areniscas,daycent,1945,1945.67,AGO,5564,28.6,18.8,418,635
Areniscas,daycent,1945,1945.75,SET,5564,58.4,29.8,662,1297
Areniscas,daycent,1945,1945.83,OCT,5562,81.8,23.5,522,1819
Areniscas,daycent,1945,1945.92,NOV,5562,101.3,19.5,433,2252
Areniscas,daycent,1945,1946,DIC,5561,113.3,12,266,2518
Areniscas,daycent,1946,1946.08,ENE,5563,156.9,43.6,969,3487
Areniscas,daycent,1946,1946.17,FEB,5565,196.1,39.1,870,4357
Areniscas,daycent,1946,1946.25,MAR,5566,241.8,45.8,1017,5374
Areniscas,daycent,1946,1946.33,ABR,5564,260.2,18.3,407,5782
Areniscas,daycent,1946,1946.42,MAY,5561,266.1,5.9,132,5913
Areniscas,daycent,1946,1946.5,JUN,5558,1.8,1.8,41,41
Areniscas,daycent,1946,1946.58,JUL,5556,5.4,3.5,79,119
Areniscas,daycent,1946,1946.67,AGO,5555,33.8,28.4,631,751
Areniscas,daycent,1946,1946.75,SET,5553,74,40.2,894,1645
Areniscas,daycent,1946,1946.83,OCT,5551,98.6,24.6,546,2190
Areniscas,daycent,1946,1946.92,NOV,5549,140.5,41.9,932,3122
Areniscas,daycent,1946,1947,DIC,5549,165.6,25.1,557,3679
Areniscas,daycent,1947,1947.08,ENE,5549,209,43.4,965,4644
Areniscas,daycent,1947,1947.17,FEB,5549,240.3,31.3,696,5340
Areniscas,daycent,1947,1947.25,MAR,5549,282.5,42.2,938,6278
