ZAgrEc,modelo,year,time,month,somsc,agcacc,C/mes,MS/MES,Prod MS
Llanensedeleste,daycent,1962,1962.17,FEB,3366,172.8,18.9,420,3839
Llanensedeleste,daycent,1962,1962.25,MAR,3365,205.2,32.4,721,4560
Llanensedeleste,daycent,1962,1962.33,ABR,3363,212.9,7.8,172,4732
Llanensedeleste,daycent,1962,1962.42,MAY,3361,215.5,2.6,57,4789
Llanensedeleste,daycent,1962,1962.50,JUN,3361,2.1,2.1,48,48
Llanensedeleste,daycent,1962,1962.58,JUL,3360,6.7,4.6,102,149
Llanensedeleste,daycent,1962,1962.67,AGO,3358,27.8,21.0,467,617
Llanensedeleste,daycent,1962,1962.75,SET,3356,41.1,13.4,297,914
Llanensedeleste,daycent,1962,1962.83,OCT,3354,63.1,21.9,487,1402
Llanensedeleste,daycent,1962,1962.92,NOV,3354,94.8,31.7,704,2106
Llanensedeleste,daycent,1962,1963.00,DIC,3356,109.5,14.8,328,2434
Llanensedeleste,daycent,1963,1963.08,ENE,3359,117.8,8.2,183,2617
Llanensedeleste,daycent,1963,1963.17,FEB,3361,148.5,30.7,682,3299
Llanensedeleste,daycent,1963,1963.25,MAR,3360,176.6,28.1,625,3924
Llanensedeleste,daycent,1963,1963.33,ABR,3358,179.3,2.8,61,3985
Llanensedeleste,daycent,1963,1963.42,MAY,3356,182.2,2.9,63,4049
Llanensedeleste,daycent,1963,1963.50,JUN,3354,1.2,1.2,26,26
Llanensedeleste,daycent,1963,1963.58,JUL,3353,2.8,1.6,36,62
Llanensedeleste,daycent,1963,1963.67,AGO,3352,11.1,8.3,185,247
Llanensedeleste,daycent,1963,1963.75,SET,3351,29.5,18.4,409,656
Llanensedeleste,daycent,1963,1963.83,OCT,3350,42.2,12.7,281,938
Llanensedeleste,daycent,1963,1963.92,NOV,3350,66.4,24.2,538,1475
Llanensedeleste,daycent,1963,1964.00,DIC,3352,79.3,13.0,288,1763
Llanensedeleste,daycent,1964,1964.08,ENE,3353,119.9,40.6,902,2665
Llanensedeleste,daycent,1964,1964.17,FEB,3350,153.7,33.7,750,3415
Llanensedeleste,daycent,1964,1964.25,MAR,3348,183.7,30.1,668,4083
Llanensedeleste,daycent,1964,1964.33,ABR,3348,192.5,8.8,195,4278
Llanensedeleste,daycent,1964,1964.42,MAY,3347,201.6,9.1,203,4481
Llanensedeleste,daycent,1964,1964.50,JUN,3347,1.6,1.6,35,35
Llanensedeleste,daycent,1964,1964.58,JUL,3347,4.6,3.0,67,102
Llanensedeleste,daycent,1964,1964.67,AGO,3347,16.7,12.1,268,370
Llanensedeleste,daycent,1964,1964.75,SET,3346,33.0,16.3,363,733
Llanensedeleste,daycent,1964,1964.83,OCT,3345,58.7,25.7,570,1304
Llanensedeleste,daycent,1964,1964.92,NOV,3345,82.4,23.7,527,1830
Llanensedeleste,daycent,1964,1965.00,DIC,3345,87.2,4.8,107,1937
Llanensedeleste,daycent,1965,1965.08,ENE,3348,93.8,6.6,146,2084
Llanensedeleste,daycent,1965,1965.17,FEB,3352,112.4,18.6,413,2497
Llanensedeleste,daycent,1965,1965.25,MAR,3354,121.1,8.7,194,2691
Llanensedeleste,daycent,1965,1965.33,ABR,3357,127.6,6.5,144,2835
Llanensedeleste,daycent,1965,1965.42,MAY,3357,140.3,12.7,283,3118
Llanensedeleste,daycent,1965,1965.50,JUN,3357,1.9,1.9,42,42
Llanensedeleste,daycent,1965,1965.58,JUL,3356,5.4,3.5,78,120
Llanensedeleste,daycent,1965,1965.67,AGO,3354,12.7,7.3,161,281
Llanensedeleste,daycent,1965,1965.75,SET,3354,28.3,15.7,348,630
Llanensedeleste,daycent,1965,1965.83,OCT,3354,53.4,25.1,557,1186
Llanensedeleste,daycent,1965,1965.92,NOV,3355,64.6,11.2,250,1436
Llanensedeleste,daycent,1965,1966.00,DIC,3357,80.8,16.1,359,1795
Llanensedeleste,daycent,1966,1966.08,ENE,3357,123.0,42.2,938,2733
Llanensedeleste,daycent,1966,1966.17,FEB,3358,149.0,26.0,579,3312
Llanensedeleste,daycent,1966,1966.25,MAR,3358,173.1,24.1,535,3846
Llanensedeleste,daycent,1966,1966.33,ABR,3358,176.5,3.4,75,3922
Llanensedeleste,daycent,1966,1966.42,MAY,3359,177.3,0.8,18,3939
Llanensedeleste,daycent,1966,1966.50,JUN,3359,1.9,1.9,43,43
Llanensedeleste,daycent,1966,1966.58,JUL,3358,17.8,15.8,352,395
Llanensedeleste,daycent,1966,1966.67,AGO,3357,20.8,3.0,67,462
Llanensedeleste,daycent,1966,1966.75,SET,3355,58.6,37.8,841,1303
Llanensedeleste,daycent,1966,1966.83,OCT,3353,80.7,22.0,490,1793
Llanensedeleste,daycent,1966,1966.92,NOV,3353,94.7,14.0,311,2104
Llanensedeleste,daycent,1966,1967.00,DIC,3351,107.4,12.7,282,2386
Llanensedeleste,daycent,1967,1967.08,ENE,3353,120.1,12.7,282,2668
Llanensedeleste,daycent,1967,1967.17,FEB,3353,131.5,11.5,255,2923
Llanensedeleste,daycent,1967,1967.25,MAR,3351,144.2,12.7,282,3205
Llanensedeleste,daycent,1967,1967.33,ABR,3349,156.5,12.3,273,3478
Llanensedeleste,daycent,1967,1967.42,MAY,3348,169.2,12.7,282,3760
Llanensedeleste,daycent,1967,1967.50,JUN,3346,1.4,1.4,32,32
Llanensedeleste,daycent,1967,1967.58,JUL,3345,10.2,8.8,196,227
Llanensedeleste,daycent,1967,1967.67,AGO,3343,12.7,2.5,55,282
Llanensedeleste,daycent,1967,1967.75,SET,3342,38.0,25.3,562,844
Llanensedeleste,daycent,1967,1967.83,OCT,3341,62.2,24.2,539,1383
Llanensedeleste,daycent,1967,1967.92,NOV,3339,97.0,34.8,773,2156
Llanensedeleste,daycent,1967,1968.00,DIC,3339,115.1,18.1,403,2559
Llanensedeleste,daycent,1968,1968.08,ENE,3340,120.3,5.2,116,2674
Llanensedeleste,daycent,1968,1968.17,FEB,3342,125.9,5.5,123,2797
Llanensedeleste,daycent,1968,1968.25,MAR,3346,136.0,10.1,225,3022
Llanensedeleste,daycent,1968,1968.33,ABR,3347,149.4,13.4,298,3320
Llanensedeleste,daycent,1968,1968.42,MAY,3347,154.1,4.7,104,3423
Llanensedeleste,daycent,1968,1968.50,JUN,3349,1.8,1.8,41,41
Llanensedeleste,daycent,1968,1968.58,JUL,3350,5.4,3.5,78,119
Llanensedeleste,daycent,1968,1968.67,AGO,3350,12.5,7.1,159,278
Llanensedeleste,daycent,1968,1968.75,SET,3349,38.2,25.7,572,850
Llanensedeleste,daycent,1968,1968.83,OCT,3347,69.2,31.0,689,1538
Llanensedeleste,daycent,1968,1968.92,NOV,3347,94.7,25.5,566,2105
Llanensedeleste,daycent,1968,1969.00,DIC,3348,107.9,13.2,293,2397
Llanensedeleste,daycent,1969,1969.08,ENE,3349,132.8,24.9,554,2952
Llanensedeleste,daycent,1969,1969.17,FEB,3351,147.3,14.5,323,3274
Llanensedeleste,daycent,1969,1969.25,MAR,3354,155.9,8.5,190,3464
Llanensedeleste,daycent,1969,1969.33,ABR,3354,161.2,5.3,118,3582
Llanensedeleste,daycent,1969,1969.42,MAY,3354,165.4,4.3,95,3676
Llanensedeleste,daycent,1969,1969.50,JUN,3354,4.4,4.4,97,97
Llanensedeleste,daycent,1969,1969.58,JUL,3353,7.1,2.7,60,157
Llanensedeleste,daycent,1969,1969.67,AGO,3352,18.7,11.6,257,415
Llanensedeleste,daycent,1969,1969.75,SET,3351,36.2,17.5,389,803
Llanensedeleste,daycent,1969,1969.83,OCT,3349,67.7,31.5,701,1504
Llanensedeleste,daycent,1969,1969.92,NOV,3347,106.2,38.5,855,2360
Llanensedeleste,daycent,1969,1970.00,DIC,3347,127.3,21.1,469,2829
Llanensedeleste,daycent,1970,1970.08,ENE,3349,138.5,11.2,248,3077
Llanensedeleste,daycent,1970,1970.17,FEB,3349,143.1,4.7,103,3180
Llanensedeleste,daycent,1970,1970.25,MAR,3351,149.7,6.6,146,3327
Llanensedeleste,daycent,1970,1970.33,ABR,3353,160.5,10.8,239,3566
Llanensedeleste,daycent,1970,1970.42,MAY,3353,161.8,1.4,30,3596
Llanensedeleste,daycent,1970,1970.50,JUN,3353,0.8,0.8,18,18
Llanensedeleste,daycent,1970,1970.58,JUL,3353,0.9,0.1,3,21
Llanensedeleste,daycent,1970,1970.67,AGO,3353,9.0,8.1,179,200
Llanensedeleste,daycent,1970,1970.75,SET,3352,30.8,21.8,484,684
Llanensedeleste,daycent,1970,1970.83,OCT,3350,49.9,19.2,426,1110
Llanensedeleste,daycent,1970,1970.92,NOV,3352,67.6,17.7,393,1503
Llanensedeleste,daycent,1970,1971.00,DIC,3351,104.6,36.9,821,2324
Llanensedeleste,daycent,1971,1971.08,ENE,3352,119.2,14.6,324,2648
Llanensedeleste,daycent,1971,1971.17,FEB,3353,132.0,12.8,285,2933
Llanensedeleste,daycent,1971,1971.25,MAR,3354,162.7,30.7,682,3615
Llanensedeleste,daycent,1971,1971.33,ABR,3351,177.4,14.8,329,3943
Llanensedeleste,daycent,1971,1971.42,MAY,3349,181.1,3.6,81,4024
Llanensedeleste,daycent,1971,1971.50,JUN,3346,3.3,3.3,74,74
Llanensedeleste,daycent,1971,1971.58,JUL,3345,10.3,6.9,154,229
Llanensedeleste,daycent,1971,1971.67,AGO,3344,17.0,6.7,148,377
Llanensedeleste,daycent,1971,1971.75,SET,3342,37.1,20.1,448,825
Llanensedeleste,daycent,1971,1971.83,OCT,3340,56.4,19.3,429,1253
Llanensedeleste,daycent,1971,1971.92,NOV,3338,86.9,30.5,678,1932
Llanensedeleste,daycent,1971,1972.00,DIC,3335,121.8,34.9,775,2707
Llanensedeleste,daycent,1972,1972.08,ENE,3336,133.6,11.8,262,2969
Llanensedeleste,daycent,1972,1972.17,FEB,3336,157.8,24.2,537,3506
Llanensedeleste,daycent,1972,1972.25,MAR,3334,186.3,28.5,634,4140
Llanensedeleste,daycent,1972,1972.33,ABR,3331,187.5,1.2,27,4167
Llanensedeleste,daycent,1972,1972.42,MAY,3329,188.7,1.2,28,4194
Llanensedeleste,daycent,1972,1972.50,JUN,3327,1.0,1.0,21,21
Llanensedeleste,daycent,1972,1972.58,JUL,3326,2.6,1.7,37,58
Llanensedeleste,daycent,1972,1972.67,AGO,3327,8.2,5.6,125,183
Llanensedeleste,daycent,1972,1972.75,SET,3328,16.9,8.7,193,375
Llanensedeleste,daycent,1972,1972.83,OCT,3329,34.0,17.1,380,756
Llanensedeleste,daycent,1972,1972.92,NOV,3330,55.5,21.4,477,1233
Llanensedeleste,daycent,1972,1973.00,DIC,3331,63.5,8.0,179,1411
Llanensedeleste,daycent,1973,1973.08,ENE,3333,68.9,5.4,119,1531
Llanensedeleste,daycent,1973,1973.17,FEB,3338,81.7,12.8,285,1816
Llanensedeleste,daycent,1973,1973.25,MAR,3341,91.5,9.8,217,2033
Llanensedeleste,daycent,1973,1973.33,ABR,3342,101.8,10.3,229,2261
Llanensedeleste,daycent,1973,1973.42,MAY,3341,102.8,1.0,23,2284
Llanensedeleste,daycent,1973,1973.50,JUN,3340,13.0,13.0,288,288
Llanensedeleste,daycent,1973,1973.58,JUL,3339,20.0,7.0,156,444
Llanensedeleste,daycent,1973,1973.67,AGO,3337,31.9,11.9,265,710
Llanensedeleste,daycent,1973,1973.75,SET,3335,52.2,20.2,450,1159
Llanensedeleste,daycent,1973,1973.83,OCT,3334,77.3,25.1,557,1717
Llanensedeleste,daycent,1973,1973.92,NOV,3333,95.9,18.6,414,2131
Llanensedeleste,daycent,1973,1974.00,DIC,3331,135.0,39.1,869,3000
Llanensedeleste,daycent,1974,1974.08,ENE,3331,153.8,18.8,419,3419
Llanensedeleste,daycent,1974,1974.17,FEB,3333,160.9,7.1,157,3576
Llanensedeleste,daycent,1974,1974.25,MAR,3334,183.2,22.3,496,4072
Llanensedeleste,daycent,1974,1974.33,ABR,3333,199.9,16.7,371,4443
Llanensedeleste,daycent,1974,1974.42,MAY,3330,202.4,2.5,56,4499
Llanensedeleste,daycent,1974,1974.50,JUN,3328,2.1,2.1,47,47
Llanensedeleste,daycent,1974,1974.58,JUL,3326,9.5,7.4,163,211
Llanensedeleste,daycent,1974,1974.67,AGO,3324,11.1,1.6,36,247
Llanensedeleste,daycent,1974,1974.75,SET,3324,19.6,8.5,188,435
Llanensedeleste,daycent,1974,1974.83,OCT,3325,25.5,5.9,132,567
Llanensedeleste,daycent,1974,1974.92,NOV,3326,33.4,7.9,176,743
Llanensedeleste,daycent,1974,1975.00,DIC,3327,75.2,41.7,927,1670
Llanensedeleste,daycent,1975,1975.08,ENE,3329,91.5,16.3,363,2033
Llanensedeleste,daycent,1975,1975.17,FEB,3330,109.9,18.4,408,2442
Llanensedeleste,daycent,1975,1975.25,MAR,3332,126.6,16.7,371,2813
Llanensedeleste,daycent,1975,1975.33,ABR,3330,143.0,16.5,366,3179
Llanensedeleste,daycent,1975,1975.42,MAY,3328,148.0,4.9,110,3288
Llanensedeleste,daycent,1975,1975.50,JUN,3327,0.2,0.2,5,5
Llanensedeleste,daycent,1975,1975.58,JUL,3326,1.7,1.5,33,37
Llanensedeleste,daycent,1975,1975.67,AGO,3325,5.2,3.5,78,115
Llanensedeleste,daycent,1975,1975.75,SET,3323,32.7,27.5,612,727
Llanensedeleste,daycent,1975,1975.83,OCT,3321,65.7,33.0,732,1460
Llanensedeleste,daycent,1975,1975.92,NOV,3318,101.4,35.7,794,2253
Llanensedeleste,daycent,1975,1976.00,DIC,3318,110.3,8.9,198,2451
Llanensedeleste,daycent,1976,1976.08,ENE,3319,119.8,9.5,211,2662
Llanensedeleste,daycent,1976,1976.17,FEB,3322,140.0,20.2,450,3112
Llanensedeleste,daycent,1976,1976.25,MAR,3323,150.7,10.7,238,3350
Llanensedeleste,daycent,1976,1976.33,ABR,3323,151.3,0.6,13,3363
Llanensedeleste,daycent,1976,1976.42,MAY,3324,151.5,0.2,3,3366
Llanensedeleste,daycent,1976,1976.50,JUN,3326,0.4,0.4,8,8
Llanensedeleste,daycent,1976,1976.58,JUL,3327,5.3,5.0,111,119
Llanensedeleste,daycent,1976,1976.67,AGO,3327,18.1,12.8,284,403
Llanensedeleste,daycent,1976,1976.75,SET,3326,41.8,23.7,527,929
Llanensedeleste,daycent,1976,1976.83,OCT,3325,61.9,20.1,446,1375
Llanensedeleste,daycent,1976,1976.92,NOV,3323,103.4,41.5,922,2297
Llanensedeleste,daycent,1976,1977.00,DIC,3322,133.3,29.9,664,2962
Llanensedeleste,daycent,1977,1977.08,ENE,3321,159.9,26.6,591,3553
Llanensedeleste,daycent,1977,1977.17,FEB,3323,166.9,7.1,157,3710
Llanensedeleste,daycent,1977,1977.25,MAR,3324,180.2,13.3,295,4005
Llanensedeleste,daycent,1977,1977.33,ABR,3323,193.7,13.5,300,4305
Llanensedeleste,daycent,1977,1977.42,MAY,3322,197.4,3.6,81,4386
Llanensedeleste,daycent,1977,1977.50,JUN,3320,6.8,6.8,152,152
Llanensedeleste,daycent,1977,1977.58,JUL,3318,16.4,9.5,212,364
Llanensedeleste,daycent,1977,1977.67,AGO,3316,17.9,1.6,35,399
Llanensedeleste,daycent,1977,1977.75,SET,3317,36.0,18.0,400,799
Llanensedeleste,daycent,1977,1977.83,OCT,3319,41.8,5.9,131,930
Llanensedeleste,daycent,1977,1977.92,NOV,3321,50.6,8.8,195,1125
Llanensedeleste,daycent,1977,1978.00,DIC,3324,64.2,13.6,302,1426
Llanensedeleste,daycent,1978,1978.08,ENE,3326,77.6,13.4,297,1724
Llanensedeleste,daycent,1978,1978.17,FEB,3328,84.2,6.7,148,1871
Llanensedeleste,daycent,1978,1978.25,MAR,3333,105.3,21.1,470,2341
Llanensedeleste,daycent,1978,1978.33,ABR,3332,127.1,21.8,484,2825
Llanensedeleste,daycent,1978,1978.42,MAY,3330,134.2,7.1,157,2982
Llanensedeleste,daycent,1978,1978.50,JUN,3329,2.3,2.3,51,51
Llanensedeleste,daycent,1978,1978.58,JUL,3327,7.0,4.7,105,156
Llanensedeleste,daycent,1978,1978.67,AGO,3325,16.6,9.6,214,370
Llanensedeleste,daycent,1978,1978.75,SET,3324,42.2,25.6,569,938
Llanensedeleste,daycent,1978,1978.83,OCT,3322,60.8,18.6,414,1352
Llanensedeleste,daycent,1978,1978.92,NOV,3320,92.7,31.8,707,2059
Llanensedeleste,daycent,1978,1979.00,DIC,3320,109.4,16.7,371,2430
Llanensedeleste,daycent,1979,1979.08,ENE,3318,146.3,37.0,822,3252
Llanensedeleste,daycent,1979,1979.17,FEB,3315,177.4,31.1,691,3943
Llanensedeleste,daycent,1979,1979.25,MAR,3313,202.4,25.0,555,4498
Llanensedeleste,daycent,1979,1979.33,ABR,3313,209.9,7.5,166,4664
Llanensedeleste,daycent,1979,1979.42,MAY,3312,212.1,2.3,51,4714
Llanensedeleste,daycent,1979,1979.50,JUN,3311,0.4,0.4,8,8
Llanensedeleste,daycent,1979,1979.58,JUL,3310,7.9,7.6,168,177
Llanensedeleste,daycent,1979,1979.67,AGO,3310,22.0,14.1,313,490
Llanensedeleste,daycent,1979,1979.75,SET,3309,52.1,30.1,669,1159
Llanensedeleste,daycent,1979,1979.83,OCT,3308,72.9,20.8,462,1620
Llanensedeleste,daycent,1979,1979.92,NOV,3309,80.3,7.4,165,1785
Llanensedeleste,daycent,1979,1980.00,DIC,3311,86.9,6.6,146,1931
Llanensedeleste,daycent,1980,1980.08,ENE,3311,93.0,6.1,136,2067
Llanensedeleste,daycent,1980,1980.17,FEB,3312,98.8,5.7,127,2194
Llanensedeleste,daycent,1980,1980.25,MAR,3313,104.9,6.1,136,2331
Llanensedeleste,daycent,1980,1980.33,ABR,3314,110.8,5.9,132,2462
Llanensedeleste,daycent,1980,1980.42,MAY,3315,116.9,6.1,136,2598
Llanensedeleste,daycent,1980,1980.50,JUN,3315,3.9,3.9,87,87
Llanensedeleste,daycent,1980,1980.58,JUL,3314,7.3,3.4,75,162
Llanensedeleste,daycent,1980,1980.67,AGO,3313,14.5,7.2,160,322
Llanensedeleste,daycent,1980,1980.75,SET,3311,42.6,28.2,626,948
Llanensedeleste,daycent,1980,1980.83,OCT,3309,62.3,19.7,437,1385
Llanensedeleste,daycent,1980,1980.92,NOV,3309,91.6,29.3,651,2036
Llanensedeleste,daycent,1980,1981.00,DIC,3310,109.8,18.1,403,2440
Llanensedeleste,daycent,1981,1981.08,ENE,3307,147.3,37.5,834,3273
Llanensedeleste,daycent,1981,1981.17,FEB,3304,182.8,35.5,789,4063
Llanensedeleste,daycent,1981,1981.25,MAR,3300,213.0,30.2,670,4733
Llanensedeleste,daycent,1981,1981.33,ABR,3297,219.9,6.9,154,4887
Llanensedeleste,daycent,1981,1981.42,MAY,3295,222.5,2.6,58,4945
Llanensedeleste,daycent,1981,1981.50,JUN,3293,4.3,4.3,95,95
Llanensedeleste,daycent,1981,1981.58,JUL,3292,5.5,1.2,26,121
Llanensedeleste,daycent,1981,1981.67,AGO,3291,7.8,2.3,52,173
Llanensedeleste,daycent,1981,1981.75,SET,3291,20.9,13.1,292,466
Llanensedeleste,daycent,1981,1981.83,OCT,3291,37.0,16.1,357,822
Llanensedeleste,daycent,1981,1981.92,NOV,3291,52.9,15.9,353,1175
Llanensedeleste,daycent,1981,1982.00,DIC,3291,70.5,17.7,392,1567
Llanensedeleste,daycent,1982,1982.08,ENE,3292,99.3,28.8,640,2207
Llanensedeleste,daycent,1982,1982.17,FEB,3289,134.8,35.5,789,2997
Llanensedeleste,daycent,1982,1982.25,MAR,3288,163.4,28.5,634,3630
Llanensedeleste,daycent,1982,1982.33,ABR,3288,172.9,9.5,211,3841
Llanensedeleste,daycent,1982,1982.42,MAY,3289,173.1,0.2,5,3846
Llanensedeleste,daycent,1982,1982.50,JUN,3288,1.7,1.7,38,38
Llanensedeleste,daycent,1982,1982.58,JUL,3287,11.7,10.0,221,260
Llanensedeleste,daycent,1982,1982.67,AGO,3286,18.1,6.4,141,401
Llanensedeleste,daycent,1982,1982.75,SET,3285,29.9,11.8,263,664
Llanensedeleste,daycent,1982,1982.83,OCT,3283,52.4,22.5,500,1165
Llanensedeleste,daycent,1982,1982.92,NOV,3282,76.5,24.1,535,1700
Llanensedeleste,daycent,1982,1983.00,DIC,3283,80.6,4.1,91,1791
Llanensedeleste,daycent,1983,1983.08,ENE,3285,84.7,4.1,91,1882
Llanensedeleste,daycent,1983,1983.17,FEB,3286,88.4,3.7,82,1964
Llanensedeleste,daycent,1983,1983.25,MAR,3288,92.5,4.1,91,2055
Llanensedeleste,daycent,1983,1983.33,ABR,3287,96.5,4.0,88,2143
Llanensedeleste,daycent,1983,1983.42,MAY,3286,100.6,4.1,91,2234
Llanensedeleste,daycent,1983,1983.50,JUN,3284,3.6,3.6,80,80
Llanensedeleste,daycent,1983,1983.58,JUL,3283,4.6,1.0,22,103
Llanensedeleste,daycent,1983,1983.67,AGO,3282,9.0,4.4,98,200
Llanensedeleste,daycent,1983,1983.75,SET,3280,30.6,21.6,480,680
Llanensedeleste,daycent,1983,1983.83,OCT,3280,48.9,18.3,406,1086
Llanensedeleste,daycent,1983,1983.92,NOV,3281,64.4,15.5,344,1430
Llanensedeleste,daycent,1983,1984.00,DIC,3282,68.1,3.7,83,1513
Llanensedeleste,daycent,1984,1984.08,ENE,3283,71.8,3.7,83,1596
Llanensedeleste,daycent,1984,1984.17,FEB,3283,75.3,3.5,78,1674
Llanensedeleste,daycent,1984,1984.25,MAR,3280,79.1,3.7,83,1757
Llanensedeleste,daycent,1984,1984.33,ABR,3278,82.7,3.6,81,1838
Llanensedeleste,daycent,1984,1984.42,MAY,3276,86.5,3.7,83,1921
Llanensedeleste,daycent,1984,1984.50,JUN,3275,3.5,3.5,78,78
Llanensedeleste,daycent,1984,1984.58,JUL,3274,9.0,5.5,122,200
Llanensedeleste,daycent,1984,1984.67,AGO,3273,14.8,5.8,129,329
Llanensedeleste,daycent,1984,1984.75,SET,3271,42.8,28.0,622,951
Llanensedeleste,daycent,1984,1984.83,OCT,3268,63.6,20.8,462,1413
Llanensedeleste,daycent,1984,1984.92,NOV,3265,97.9,34.4,764,2176
Llanensedeleste,daycent,1984,1985.00,DIC,3263,131.4,33.4,743,2919
Llanensedeleste,daycent,1985,1985.08,ENE,3260,167.4,36.0,800,3719
Llanensedeleste,daycent,1985,1985.17,FEB,3257,199.7,32.3,718,4438
Llanensedeleste,daycent,1985,1985.25,MAR,3252,227.3,27.6,613,5051
Llanensedeleste,daycent,1985,1985.33,ABR,3249,243.4,16.1,358,5409
Llanensedeleste,daycent,1985,1985.42,MAY,3247,245.0,1.6,36,5444
Llanensedeleste,daycent,1985,1985.50,JUN,3245,3.8,3.8,84,84
Llanensedeleste,daycent,1985,1985.58,JUL,3244,6.9,3.1,69,153
Llanensedeleste,daycent,1985,1985.67,AGO,3242,10.6,3.8,84,236
Llanensedeleste,daycent,1985,1985.75,SET,3241,40.1,29.5,655,891
Llanensedeleste,daycent,1985,1985.83,OCT,3239,70.5,30.4,675,1566
Llanensedeleste,daycent,1985,1985.92,NOV,3237,100.3,29.8,663,2229
Llanensedeleste,daycent,1985,1986.00,DIC,3237,122.9,22.5,501,2730
Llanensedeleste,daycent,1986,1986.08,ENE,3239,141.5,18.6,414,3144
Llanensedeleste,daycent,1986,1986.17,FEB,3238,173.3,31.8,707,3850
Llanensedeleste,daycent,1986,1986.25,MAR,3235,203.8,30.6,680,4530
Llanensedeleste,daycent,1986,1986.33,ABR,3234,214.0,10.2,226,4756
Llanensedeleste,daycent,1986,1986.42,MAY,3234,215.7,1.6,36,4792
Llanensedeleste,daycent,1986,1986.50,JUN,3234,0.7,0.7,15,15
Llanensedeleste,daycent,1986,1986.58,JUL,3235,4.0,3.3,73,88
Llanensedeleste,daycent,1986,1986.67,AGO,3235,12.8,8.9,197,285
Llanensedeleste,daycent,1986,1986.75,SET,3235,40.0,27.1,603,888
Llanensedeleste,daycent,1986,1986.83,OCT,3234,66.4,26.4,587,1476
Llanensedeleste,daycent,1986,1986.92,NOV,3232,98.2,31.8,706,2182
Llanensedeleste,daycent,1986,1987.00,DIC,3230,123.9,25.8,572,2754
Llanensedeleste,daycent,1987,1987.08,ENE,3231,135.4,11.5,255,3009
Llanensedeleste,daycent,1987,1987.17,FEB,3232,141.2,5.8,130,3139
Llanensedeleste,daycent,1987,1987.25,MAR,3234,164.3,23.1,513,3651
Llanensedeleste,daycent,1987,1987.33,ABR,3233,175.9,11.6,257,3908
Llanensedeleste,daycent,1987,1987.42,MAY,3234,176.3,0.4,9,3917
Llanensedeleste,daycent,1987,1987.50,JUN,3234,0.7,0.7,15,15
Llanensedeleste,daycent,1987,1987.58,JUL,3236,12.3,11.6,259,274
Llanensedeleste,daycent,1987,1987.67,AGO,3235,21.7,9.4,209,482
Llanensedeleste,daycent,1987,1987.75,SET,3235,41.5,19.8,440,922
Llanensedeleste,daycent,1987,1987.83,OCT,3233,68.0,26.5,590,1512
Llanensedeleste,daycent,1987,1987.92,NOV,3234,89.4,21.3,474,1986
Llanensedeleste,daycent,1987,1988.00,DIC,3234,99.1,9.8,217,2203
Llanensedeleste,daycent,1988,1988.08,ENE,3235,108.9,9.8,217,2420
Llanensedeleste,daycent,1988,1988.17,FEB,3238,118.0,9.1,203,2623
Llanensedeleste,daycent,1988,1988.25,MAR,3242,127.8,9.8,217,2840
Llanensedeleste,daycent,1988,1988.33,ABR,3243,137.3,9.5,210,3050
Llanensedeleste,daycent,1988,1988.42,MAY,3242,147.0,9.8,217,3267
Llanensedeleste,daycent,1988,1988.50,JUN,3241,2.6,2.6,57,57
Llanensedeleste,daycent,1988,1988.58,JUL,3240,4.6,2.1,46,103
Llanensedeleste,daycent,1988,1988.67,AGO,3239,10.2,5.5,123,226
Llanensedeleste,daycent,1988,1988.75,SET,3237,32.0,21.8,485,711
Llanensedeleste,daycent,1988,1988.83,OCT,3236,51.0,19.0,423,1133
Llanensedeleste,daycent,1988,1988.92,NOV,3235,89.8,38.8,862,1995
Llanensedeleste,daycent,1988,1989.00,DIC,3233,131.6,41.8,929,2925
Llanensedeleste,daycent,1989,1989.08,ENE,3232,166.2,34.6,768,3693
Llanensedeleste,daycent,1989,1989.17,FEB,3230,199.8,33.6,747,4440
Llanensedeleste,daycent,1989,1989.25,MAR,3231,217.1,17.3,385,4825
Llanensedeleste,daycent,1989,1989.33,ABR,3233,224.9,7.7,172,4997
Llanensedeleste,daycent,1989,1989.42,MAY,3235,229.3,4.4,98,5095
Llanensedeleste,daycent,1989,1989.50,JUN,3235,0.3,0.3,7,7
Llanensedeleste,daycent,1989,1989.58,JUL,3234,3.0,2.7,59,66
Llanensedeleste,daycent,1989,1989.67,AGO,3233,16.8,13.9,308,374
Llanensedeleste,daycent,1989,1989.75,SET,3232,37.4,20.6,458,832
Llanensedeleste,daycent,1989,1989.83,OCT,3232,57.7,20.2,450,1282
Llanensedeleste,daycent,1989,1989.92,NOV,3231,94.1,36.4,809,2091
Llanensedeleste,daycent,1989,1990.00,DIC,3231,120.7,26.7,592,2683
Llanensedeleste,daycent,1990,1990.08,ENE,3230,152.6,31.8,707,3390
Llanensedeleste,daycent,1990,1990.17,FEB,3232,172.6,20.0,445,3836
Llanensedeleste,daycent,1990,1990.25,MAR,3232,191.8,19.2,427,4263
Llanensedeleste,daycent,1990,1990.33,ABR,3232,206.2,14.3,318,4581
Llanensedeleste,daycent,1990,1990.42,MAY,3233,210.4,4.2,94,4676
Llanensedeleste,daycent,1990,1990.50,JUN,3232,3.4,3.4,75,75
Llanensedeleste,daycent,1990,1990.58,JUL,3232,5.5,2.1,47,121
Llanensedeleste,daycent,1990,1990.67,AGO,3231,16.1,10.6,236,358
